# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-03-31 22:34:44 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 11335000 COSUMNES R A MICHIGAN BAR CA
# -----------------------------------------------------------------------------------
#
# Data provided for site 11335000
#    DD parameter statistic   Description
#    02   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	02_00060_00003	02_00060_00003_cd
USGS	11335000	1908-12-18	46	A
USGS	11335000	1908-12-19	33	A
USGS	11335000	1908-12-20	33	A
USGS	11335000	1908-12-21	40	A
USGS	11335000	1908-12-22	46	A
USGS	11335000	1908-12-23	40	A
USGS	11335000	1908-12-24	46	A
USGS	11335000	1908-12-25	46	A
USGS	11335000	1908-12-26	40	A
USGS	11335000	1908-12-27	33	A
USGS	11335000	1908-12-28	33	A
USGS	11335000	1908-12-29	33	A
USGS	11335000	1908-12-30	33	A
USGS	11335000	1908-12-31	33	A
USGS	11335000	1909-01-01	54	A
USGS	11335000	1909-01-02	91	A
USGS	11335000	1909-01-03	153	A
USGS	11335000	1909-01-04	153	A
USGS	11335000	1909-01-05	153	A
USGS	11335000	1909-01-06	542	A
USGS	11335000	1909-01-07	542	A
USGS	11335000	1909-01-08	1680	A
USGS	11335000	1909-01-09	3340	A
USGS	11335000	1909-01-10	950	A
USGS	11335000	1909-01-11	452	A
USGS	11335000	1909-01-12	372	A
USGS	11335000	1909-01-13	6940	A
USGS	11335000	1909-01-14	20800	A
USGS	11335000	1909-01-15	9260	A
USGS	11335000	1909-01-16	6000	A
USGS	11335000	1909-01-17	4500	A
USGS	11335000	1909-01-18	3000	A
USGS	11335000	1909-01-19	2500	A
USGS	11335000	1909-01-20	3500	A
USGS	11335000	1909-01-21	15400	A
USGS	11335000	1909-01-22	8720	A
USGS	11335000	1909-01-23	5630	A
USGS	11335000	1909-01-24	3210	A
USGS	11335000	1909-01-25	2980	A
USGS	11335000	1909-01-26	2440	A
USGS	11335000	1909-01-27	2230	A
USGS	11335000	1909-01-28	1760	A
USGS	11335000	1909-01-29	1510	A
USGS	11335000	1909-01-30	1680	A
USGS	11335000	1909-01-31	1350	A
USGS	11335000	1909-02-01	1200	A
USGS	11335000	1909-02-02	858	A
USGS	11335000	1909-02-03	2230	A
USGS	11335000	1909-02-04	1850	A
USGS	11335000	1909-02-05	2040	A
USGS	11335000	1909-02-06	1680	A
USGS	11335000	1909-02-07	4350	A
USGS	11335000	1909-02-08	2330	A
USGS	11335000	1909-02-09	1680	A
USGS	11335000	1909-02-10	1350	A
USGS	11335000	1909-02-11	5180	A
USGS	11335000	1909-02-12	10600	A
USGS	11335000	1909-02-13	7200	A
USGS	11335000	1909-02-14	4350	A
USGS	11335000	1909-02-15	3210	A
USGS	11335000	1909-02-16	2760	A
USGS	11335000	1909-02-17	2870	A
USGS	11335000	1909-02-18	2980	A
USGS	11335000	1909-02-19	2650	A
USGS	11335000	1909-02-20	2760	A
USGS	11335000	1909-02-21	2440	A
USGS	11335000	1909-02-22	2040	A
USGS	11335000	1909-02-23	1680	A
USGS	11335000	1909-02-24	1680	A
USGS	11335000	1909-02-25	1510	A
USGS	11335000	1909-02-26	1350	A
USGS	11335000	1909-02-27	1200	A
USGS	11335000	1909-02-28	1060	A
USGS	11335000	1909-03-01	988	A
USGS	11335000	1909-03-02	988	A
USGS	11335000	1909-03-03	1350	A
USGS	11335000	1909-03-04	3100	A
USGS	11335000	1909-03-05	2440	A
USGS	11335000	1909-03-06	2870	A
USGS	11335000	1909-03-07	2440	A
USGS	11335000	1909-03-08	2130	A
USGS	11335000	1909-03-09	1850	A
USGS	11335000	1909-03-10	1510	A
USGS	11335000	1909-03-11	1430	A
USGS	11335000	1909-03-12	1350	A
USGS	11335000	1909-03-13	1200	A
USGS	11335000	1909-03-14	1200	A
USGS	11335000	1909-03-15	1060	A
USGS	11335000	1909-03-16	1060	A
USGS	11335000	1909-03-17	1130	A
USGS	11335000	1909-03-18	1130	A
USGS	11335000	1909-03-19	1060	A
USGS	11335000	1909-03-20	1130	A
USGS	11335000	1909-03-21	1200	A
USGS	11335000	1909-03-22	1060	A
USGS	11335000	1909-03-23	920	A
USGS	11335000	1909-03-24	920	A
USGS	11335000	1909-03-25	795	A
USGS	11335000	1909-03-26	920	A
USGS	11335000	1909-03-27	795	A
USGS	11335000	1909-03-28	738	A
USGS	11335000	1909-03-29	1350	A
USGS	11335000	1909-03-30	1200	A
USGS	11335000	1909-03-31	988	A
USGS	11335000	1909-04-01	920	A
USGS	11335000	1909-04-02	858	A
USGS	11335000	1909-04-03	988	A
USGS	11335000	1909-04-04	1060	A
USGS	11335000	1909-04-05	1130	A
USGS	11335000	1909-04-06	1060	A
USGS	11335000	1909-04-07	1060	A
USGS	11335000	1909-04-08	1060	A
USGS	11335000	1909-04-09	1060	A
USGS	11335000	1909-04-10	1200	A
USGS	11335000	1909-04-11	1200	A
USGS	11335000	1909-04-12	1200	A
USGS	11335000	1909-04-13	1200	A
USGS	11335000	1909-04-14	1350	A
USGS	11335000	1909-04-15	1510	A
USGS	11335000	1909-04-16	1590	A
USGS	11335000	1909-04-17	1760	A
USGS	11335000	1909-04-18	1760	A
USGS	11335000	1909-04-19	1760	A
USGS	11335000	1909-04-20	1680	A
USGS	11335000	1909-04-21	1510	A
USGS	11335000	1909-04-22	1280	A
USGS	11335000	1909-04-23	1130	A
USGS	11335000	1909-04-24	1130	A
USGS	11335000	1909-04-25	988	A
USGS	11335000	1909-04-26	1060	A
USGS	11335000	1909-04-27	1200	A
USGS	11335000	1909-04-28	1060	A
USGS	11335000	1909-04-29	1060	A
USGS	11335000	1909-04-30	988	A
USGS	11335000	1909-05-01	988	A
USGS	11335000	1909-05-02	988	A
USGS	11335000	1909-05-03	1060	A
USGS	11335000	1909-05-04	988	A
USGS	11335000	1909-05-05	1060	A
USGS	11335000	1909-05-06	1060	A
USGS	11335000	1909-05-07	920	A
USGS	11335000	1909-05-08	858	A
USGS	11335000	1909-05-09	920	A
USGS	11335000	1909-05-10	795	A
USGS	11335000	1909-05-11	738	A
USGS	11335000	1909-05-12	575	A
USGS	11335000	1909-05-13	528	A
USGS	11335000	1909-05-14	480	A
USGS	11335000	1909-05-15	480	A
USGS	11335000	1909-05-16	480	A
USGS	11335000	1909-05-17	400	A
USGS	11335000	1909-05-18	480	A
USGS	11335000	1909-05-19	400	A
USGS	11335000	1909-05-20	400	A
USGS	11335000	1909-05-21	480	A
USGS	11335000	1909-05-22	575	A
USGS	11335000	1909-05-23	480	A
USGS	11335000	1909-05-24	480	A
USGS	11335000	1909-05-25	480	A
USGS	11335000	1909-05-26	480	A
USGS	11335000	1909-05-27	480	A
USGS	11335000	1909-05-28	480	A
USGS	11335000	1909-05-29	480	A
USGS	11335000	1909-05-30	440	A
USGS	11335000	1909-05-31	440	A
USGS	11335000	1909-06-01	480	A
USGS	11335000	1909-06-02	528	A
USGS	11335000	1909-06-03	575	A
USGS	11335000	1909-06-04	528	A
USGS	11335000	1909-06-05	480	A
USGS	11335000	1909-06-06	480	A
USGS	11335000	1909-06-07	400	A
USGS	11335000	1909-06-08	400	A
USGS	11335000	1909-06-09	365	A
USGS	11335000	1909-06-10	330	A
USGS	11335000	1909-06-11	365	A
USGS	11335000	1909-06-12	330	A
USGS	11335000	1909-06-13	265	A
USGS	11335000	1909-06-14	265	A
USGS	11335000	1909-06-15	208	A
USGS	11335000	1909-06-16	208	A
USGS	11335000	1909-06-17	208	A
USGS	11335000	1909-06-18	265	A
USGS	11335000	1909-06-19	208	A
USGS	11335000	1909-06-20	187	A
USGS	11335000	1909-06-21	187	A
USGS	11335000	1909-06-22	166	A
USGS	11335000	1909-06-23	150	A
USGS	11335000	1909-06-24	133	A
USGS	11335000	1909-06-25	133	A
USGS	11335000	1909-06-26	133	A
USGS	11335000	1909-06-27	133	A
USGS	11335000	1909-06-28	107	A
USGS	11335000	1909-06-29	107	A
USGS	11335000	1909-06-30	96	A
USGS	11335000	1909-07-01	86	A
USGS	11335000	1909-07-02	86	A
USGS	11335000	1909-07-03	86	A
USGS	11335000	1909-07-04	69	A
USGS	11335000	1909-07-05	69	A
USGS	11335000	1909-07-06	69	A
USGS	11335000	1909-07-07	69	A
USGS	11335000	1909-07-08	69	A
USGS	11335000	1909-07-09	55	A
USGS	11335000	1909-07-10	55	A
USGS	11335000	1909-07-11	55	A
USGS	11335000	1909-07-12	50	A
USGS	11335000	1909-07-13	44	A
USGS	11335000	1909-07-14	44	A
USGS	11335000	1909-07-15	44	A
USGS	11335000	1909-07-16	34	A
USGS	11335000	1909-07-17	34	A
USGS	11335000	1909-07-18	34	A
USGS	11335000	1909-07-19	26	A
USGS	11335000	1909-07-20	26	A
USGS	11335000	1909-07-21	26	A
USGS	11335000	1909-07-22	26	A
USGS	11335000	1909-07-23	18	A
USGS	11335000	1909-07-24	18	A
USGS	11335000	1909-07-25	18	A
